t,sigma_0,sigma_1,sigma_2,sigma_8,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7
12.151,0.00605304,0.00534473,0.00544282,0.156975,0.00245081,0.0024513,0.00175576,0.0385439,0.038334
12.201,0.00606112,0.00534845,0.00544747,0.157522,0.00242461,0.00243876,0.00172736,0.0383639,0.0381489
12.251,0.0060657,0.0053524,0.00545177,0.158052,0.00236276,0.00241489,0.00170554,0.0382543,0.0380124
12.301,0.00608544,0.00537192,0.00547153,0.158546,0.00240082,0.00246649,0.0017441,0.0384211,0.0381335
12.351,0.00609828,0.00538512,0.00548555,0.159012,0.00242928,0.00246635,0.00175281,0.0384756,0.0383098
12.401,0.00610118,0.00538866,0.00549008,0.159638,0.00241518,0.0024263,0.00172503,0.0381554,0.0379864
12.451,0.00610925,0.00539278,0.00549445,0.160173,0.00237178,0.00238738,0.0017037,0.0380477,0.0378776
12.501,0.00613474,0.00541254,0.00551403,0.1607,0.0024089,0.00242144,0.00174249,0.0381738,0.0379182
12.551,0.00615414,0.00542603,0.00552798,0.161206,0.00243211,0.00243673,0.00175139,0.0381796,0.037988
12.601,0.00616154,0.00542998,0.00553259,0.161757,0.00240977,0.00242299,0.00172322,0.0380115,0.0378122
12.651,0.00616574,0.00543492,0.00553744,0.162289,0.00235427,0.00240739,0.00170383,0.0379257,0.0376956
12.701,0.00618397,0.0054551,0.00555693,0.162787,0.00239118,0.00245782,0.00174264,0.0380988,0.0378224
12.751,0.00619549,0.00546885,0.00557077,0.163258,0.00242168,0.00245542,0.00175145,0.0381631,0.0380111
12.801,0.00619757,0.00547262,0.00557522,0.163881,0.00240646,0.00241705,0.00172339,0.0378586,0.0377024
12.851,0.00620489,0.00547692,0.0055795,0.164418,0.00235901,0.00238068,0.00170156,0.0377663,0.0376042
12.901,0.0062292,0.00549705,0.00559871,0.164944,0.00239378,0.00241474,0.00174037,0.0379059,0.0376572
12.951,0.00624763,0.0055109,0.00561244,0.16545,0.00242006,0.00242736,0.00174944,0.0379241,0.0377478
13.001,0.00625448,0.00551509,0.00561705,0.166005,0.00240112,0.00241265,0.00172152,0.0377646,0.0375783
13.051,0.00625782,0.00552033,0.00562185,0.16654,0.00234585,0.00239371,0.00170182,0.0376893,0.0374711
13.101,0.00627448,0.00554088,0.0056409,0.16704,0.00238031,0.00244174,0.00174024,0.0378735,0.0376006
13.151,0.00628462,0.00555499,0.00565447,0.167512,0.00241216,0.00243984,0.00174908,0.0379487,0.0378083
13.201,0.00628601,0.00555904,0.00565896,0.168137,0.00239734,0.0024068,0.00172141,0.0376549,0.0375075
13.251,0.00629332,0.00556418,0.00566379,0.168677,0.00235387,0.00237926,0.00170201,0.0375761,0.0374264
13.301,0.00631671,0.00558474,0.00568269,0.169205,0.0023859,0.00241276,0.00174064,0.037722,0.0374882
13.351,0.00633418,0.00559886,0.00569613,0.16971,0.00241365,0.00242219,0.00174926,0.037749,0.0375928
13.401,0.00634038,0.00560299,0.00570054,0.17027,0.00239467,0.0024039,0.00172055,0.0375964,0.0374247
13.451,0.00634247,0.00560777,0.0057047,0.170805,0.00233362,0.00237729,0.00169791,0.0375276,0.0373211
13.501,0.00635786,0.00562862,0.00572339,0.171309,0.00236698,0.00242388,0.00173638,0.0377158,0.0374533
13.551,0.00636693,0.00564302,0.00573673,0.171785,0.00239963,0.00242256,0.00174534,0.0377995,0.0376697
13.601,0.0063679,0.00564722,0.00574119,0.172407,0.00238523,0.00239369,0.00171783,0.0375223,0.0373852
13.651,0.0063748,0.00565255,0.00574597,0.172948,0.00234068,0.00236957,0.00169847,0.0374567,0.0373139
13.701,0.00639722,0.00567339,0.00576451,0.173475,0.00237066,0.00240278,0.00173715,0.0376125,0.0373875
13.751,0.00641397,0.00568783,0.00577774,0.173982,0.00240155,0.00241075,0.00174607,0.0376491,0.0375093
13.801,0.00641991,0.00569218,0.00578219,0.174544,0.00238514,0.00239313,0.00171775,0.0375032,0.0373437
13.851,0.00642154,0.00569719,0.00578637,0.175081,0.00232622,0.00236532,0.00169529,0.0374443,0.0372483
13.901,0.006436,0.00571827,0.00580473,0.175589,0.00235803,0.00240931,0.00173374,0.037639,0.0373823
13.951,0.00644436,0.00573289,0.00581789,0.176066,0.00239096,0.00240947,0.00174291,0.0377307,0.0376113
14.001,0.006445,0.00573722,0.00582238,0.176687,0.00237821,0.00238503,0.00171583,0.0374668,0.0373371
14.051,0.00645098,0.00574219,0.00582666,0.177229,0.00232744,0.00235722,0.00169427,0.037401,0.0372675
14.101,0.00647257,0.00576321,0.00584483,0.177757,0.00235572,0.0023913,0.00173308,0.0375664,0.0373491
14.151,0.0064886,0.00577786,0.00585781,0.178266,0.00238889,0.00239787,0.0017421,0.0376117,0.0374793
14.201,0.00649417,0.00578234,0.00586221,0.178832,0.00237411,0.00238023,0.0017139,0.0374701,0.0373155
14.251,0.0064958,0.00578806,0.0058669,0.179369,0.00232346,0.00235743,0.00169392,0.0374262,0.0372373
14.301,0.00650933,0.0058094,0.00588503,0.17988,0.00235484,0.00239956,0.00173265,0.0376195,0.0373796
14.351,0.00651706,0.00582424,0.00589808,0.180361,0.00238784,0.00240209,0.00174213,0.0377123,0.0376179
14.401,0.00651759,0.00582861,0.00590258,0.180978,0.00237472,0.00238076,0.00171514,0.0374646,0.0373528
14.451,0.00652379,0.00583434,0.00590736,0.181522,0.00232825,0.0023615,0.0016959,0.0374136,0.037292
14.501,0.00654467,0.00585586,0.00592536,0.182052,0.00235456,0.00239541,0.0017348,0.0375842,0.0373778
14.551,0.00656003,0.00587087,0.00593822,0.182563,0.00238955,0.00240003,0.00174384,0.0376327,0.0375125
14.601,0.00656543,0.00587536,0.00594258,0.18313,0.00237511,0.00238039,0.00171536,0.0374924,0.0373499
14.651,0.0065669,0.00588095,0.00594715,0.183669,0.0023244,0.00235289,0.0016947,0.037453,0.0372752
14.701,0.00657966,0.00590233,0.00596497,0.184179,0.00235412,0.00239153,0.00173292,0.0376587,0.0374248
14.751,0.00658668,0.00591708,0.00597774,0.184659,0.00238581,0.00239527,0.00174196,0.0377615,0.0376798
14.801,0.00658697,0.00592123,0.00598211,0.185277,0.0023719,0.00237677,0.00171467,0.0375158,0.0374115
14.851,0.00659247,0.00592637,0.00598629,0.185823,0.00231794,0.0023503,0.00169269,0.0374569,0.0373432
14.901,0.00661256,0.00594789,0.00600388,0.186353,0.00234225,0.00238274,0.0017313,0.0376388,0.0374324
14.951,0.00662738,0.00596287,0.00601639,0.186865,0.002379,0.00238799,0.00174009,0.0376929,0.0375728
15.001,0.00663278,0.00596733,0.00602058,0.187436,0.0023648,0.00236875,0.00171133,0.0375491,0.0374081
15.051,0.00663367,0.00597239,0.0060246,0.187975,0.00231046,0.00233431,0.00168838,0.0375059,0.0373333
15.101,0.00664576,0.00599358,0.00604206,0.188488,0.00233949,0.00237113,0.00172678,0.0377142,0.037491
15.151,0.00665246,0.00600825,0.0060546,0.18897,0.0023716,0.00237816,0.00173614,0.0378193,0.0377512
15.201,0.00665296,0.00601242,0.00605895,0.189585,0.00236013,0.00236412,0.00170938,0.0375861,0.0374916
15.251,0.00665893,0.00601836,0.0060636,0.190134,0.00231268,0.00234702,0.00169028,0.0375369,0.0374313
15.301,0.00667844,0.00604018,0.00608098,0.190666,0.0023362,0.00238117,0.0017293,0.0377226,0.0375266
15.351,0.0066929,0.00605546,0.00609336,0.19118,0.00237509,0.00238498,0.00173839,0.0377803,0.0376677
15.401,0.00669826,0.00606006,0.00609754,0.191751,0.00236209,0.00236553,0.00170977,0.0376369,0.0375023
15.451,0.00669963,0.00606557,0.00610197,0.192291,0.00231441,0.00233449,0.00168899,0.0376056,0.0374366
15.501,0.00671127,0.00608675,0.00611919,0.192804,0.00234232,0.00236845,0.00172728,0.0378178,0.0376016
15.551,0.00671765,0.00610137,0.00613158,0.193287,0.00237335,0.00237735,0.00173658,0.0379269,0.0378706
15.601,0.00671823,0.00610541,0.00613587,0.193902,0.00236249,0.00236558,0.00170976,0.0376949,0.0376105
15.651,0.00672426,0.00611133,0.00614042,0.194452,0.00231376,0.0023463,0.00169035,0.03764,0.0375447
15.701,0.00674333,0.00613316,0.00615745,0.194983,0.00233532,0.00237879,0.00172897,0.0378415,0.0376433
15.751,0.00675752,0.00614845,0.00616954,0.195497,0.00237494,0.00238315,0.0017377,0.0379021,0.0377902
15.801,0.006763,0.00615305,0.00617358,0.196073,0.002361,0.00236375,0.00170874,0.0377477,0.0376131
15.851,0.00676399,0.00615803,0.00617747,0.196613,0.00230821,0.00232542,0.00168554,0.0377048,0.0375419
15.901,0.0067753,0.00617902,0.00619441,0.197129,0.00233519,0.00235745,0.00172389,0.0379186,0.0377123
15.951,0.00678157,0.00619357,0.00620661,0.197616,0.0023671,0.00236959,0.00173348,0.0380223,0.037983
16.001,0.00678237,0.00619765,0.00621089,0.198227,0.00235909,0.00236134,0.00170716,0.037795,0.0377296
16.051,0.00678794,0.0062033,0.00621496,0.198779,0.00230538,0.00233813,0.00168583,0.0377313,0.037652
16.101,0.00680652,0.00622515,0.00623167,0.19931,0.00232624,0.00237095,0.00172459,0.0379371,0.037756
16.151,0.00682042,0.00624055,0.00624351,0.199825,0.00236747,0.00237523,0.00173345,0.037998,0.0379085
16.201,0.00682605,0.00624531,0.00624745,0.200403,0.00235483,0.00235704,0.00170469,0.0378348,0.0377206
16.251,0.00682761,0.00625093,0.00625176,0.200944,0.00230951,0.00232499,0.00168413,0.0377977,0.0376561
16.301,0.00683861,0.00627196,0.00626852,0.201464,0.00233654,0.00235623,0.00172282,0.0380052,0.0378272
16.351,0.00684484,0.00628662,0.00628065,0.201957,0.00236893,0.00237088,0.00173289,0.038101,0.0380883
16.401,0.00684592,0.00629084,0.00628495,0.202561,0.00236292,0.002365,0.00170701,0.0378849,0.0378456
16.451,0.00685206,0.00629719,0.00628942,0.203114,0.00231426,0.00234828,0.00168804,0.037828,0.0377662
16.501,0.00687034,0.00631933,0.00630592,0.203643,0.00233381,0.00238081,0.00172663,0.0380436,0.037882
16.551,0.00688404,0.00633489,0.00631753,0.204156,0.00237483,0.00238341,0.00173505,0.0381042,0.0380451
16.601,0.0068896,0.0063396,0.00632127,0.204739,0.00236078,0.00236311,0.0017056,0.0379239,0.03783
16.651,0.00689119,0.00634505,0.00632539,0.205283,0.00231407,0.00232898,0.00168443,0.0378733,0.0377551
16.701,0.0069019,0.00636599,0.00634187,0.205804,0.00233987,0.00235761,0.0017227,0.0380841,0.0379249
16.751,0.00690781,0.00638055,0.00635374,0.206296,0.00237128,0.00237295,0.00173234,0.0381792,0.038195
16.801,0.00690885,0.00638459,0.00635785,0.206899,0.00236653,0.00236863,0.00170617,0.0379578,0.0379428
16.851,0.00691451,0.00639061,0.00636174,0.207453,0.00231157,0.0023488,0.00168492,0.0378829,0.0378441
16.901,0.0069324,0.00641298,0.00637798,0.207986,0.0023305,0.00238203,0.0017236,0.0380979,0.0379586
16.951,0.00694587,0.00642883,0.00638939,0.2085,0.00237345,0.00238379,0.00173222,0.0381543,0.0381227
17.001,0.00695158,0.00643382,0.00639304,0.209085,0.00236122,0.00236404,0.00170316,0.0379618,0.0378903
17.051,0.00695299,0.00643895,0.00639664,0.209627,0.00231019,0.00232642,0.00168008,0.0379014,0.0378012
17.101,0.00696347,0.00645987,0.00641284,0.21015,0.00233528,0.00235429,0.0017185,0.038118,0.0379729
17.151,0.00696941,0.00647449,0.00642451,0.210645,0.00236744,0.00237001,0.00172845,0.0382105,0.0382351
17.201,0.00697082,0.00647865,0.00642853,0.211245,0.0023672,0.00236928,0.00170287,0.0379832,0.0379808
17.251,0.0069772,0.00648553,0.00643279,0.2118,0.00231849,0.00235995,0.00168454,0.0379107,0.0378765
17.301,0.006995,0.00650834,0.00644887,0.212332,0.00233731,0.00239268,0.00172347,0.0381303,0.0380056
17.351,0.00700849,0.00652463,0.00646016,0.212844,0.00238218,0.00239402,0.00173248,0.0381852,0.0381791
17.401,0.00701438,0.00652992,0.00646373,0.213434,0.00237018,0.00237329,0.00170369,0.0379677,0.0379098
17.451,0.00701645,0.00653561,0.00646765,0.213977,0.00232393,0.00234147,0.00168288,0.0379057,0.0378145
17.501,0.00702703,0.00655675,0.00648369,0.214502,0.00234796,0.0023685,0.00172115,0.0381265,0.0379834
17.551,0.00703293,0.00657155,0.00649518,0.214997,0.00238005,0.00238365,0.00173082,0.0382111,0.0382408
17.601,0.00703431,0.00657575,0.006499,0.215597,0.00238105,0.00238339,0.00170485,0.0379617,0.0379714
17.651,0.00704068,0.00658275,0.00650303,0.216152,0.00233021,0.00237345,0.00168607,0.0378706,0.0378474
17.701,0.00705843,0.00660588,0.00651885,0.216681,0.00234803,0.00240701,0.00172464,0.0381087,0.0379832
17.751,0.00707195,0.00662245,0.00652984,0.217189,0.00239285,0.00240611,0.00173309,0.0381668,0.0381685
17.801,0.00707802,0.00662786,0.0065331,0.217787,0.00237957,0.00238347,0.00170375,0.0379064,0.0378503
17.851,0.00707971,0.00663322,0.00653636,0.21833,0.00232637,0.00234754,0.00168056,0.0378202,0.0377289
17.901,0.00709014,0.00665463,0.0065522,0.218856,0.0023501,0.00237416,0.00171891,0.0380458,0.0378968
17.951,0.00709602,0.0066697,0.00656348,0.219351,0.00238292,0.00238865,0.00172868,0.0381249,0.038158
18.001,0.00709758,0.00667404,0.00656711,0.219951,0.00238755,0.00239005,0.00170299,0.0378536,0.0378675
18.051,0.00710369,0.00668091,0.00657052,0.220506,0.00233162,0.00237795,0.00168231,0.0377388,0.0377151
18.101,0.00712132,0.00670436,0.00658608,0.221035,0.00234955,0.00241255,0.00172102,0.0379872,0.0378509
18.151,0.00713489,0.00672141,0.00659688,0.221542,0.00239696,0.00241107,0.00172995,0.0380405,0.0380401
18.201,0.00714128,0.00672738,0.00660003,0.222146,0.00238557,0.00238985,0.00170141,0.0377399,0.0376863
18.251,0.00714358,0.00673374,0.00660364,0.22269,0.00233916,0.00236319,0.00168126,0.0376473,0.037556
18.301,0.00715399,0.00675558,0.00661937,0.223218,0.00236299,0.00238999,0.00171992,0.0378679,0.0377274
18.351,0.00715996,0.00677122,0.00663059,0.223714,0.00239697,0.00240478,0.00173016,0.0379352,0.0379886
18.401,0.0071618,0.00677604,0.00663411,0.224311,0.00240462,0.00240709,0.00170493,0.0376425,0.0376745
18.451,0.00716862,0.00678384,0.00663778,0.224869,0.00235379,0.00240209,0.00168664,0.0375146,0.0374986
18.501,0.00718653,0.0068079,0.00665321,0.225395,0.00237182,0.00243773,0.00172516,0.0377758,0.0376394
18.551,0.00720035,0.00682555,0.00666383,0.2259,0.00241945,0.00243459,0.00173391,0.037822,0.0378357
18.601,0.00720684,0.00683195,0.00666674,0.226509,0.00240563,0.00241081,0.00170507,0.0374749,0.0374258
18.651,0.00720919,0.00683856,0.00667011,0.227053,0.00235608,0.00238353,0.00168451,0.0373568,0.0372694
18.701,0.00721968,0.00686083,0.00668565,0.227581,0.00237834,0.00241028,0.0017227,0.0375874,0.0374347
18.751,0.00722561,0.00687687,0.00669661,0.228075,0.00241235,0.00242212,0.0017324,0.0376443,0.0376992
18.801,0.0072274,0.00688183,0.00669984,0.228675,0.00242116,0.00242421,0.00170679,0.037316,0.0373495
18.851,0.00723381,0.00688962,0.00670284,0.229233,0.00236286,0.0024165,0.00168613,0.0371535,0.0371336
18.901,0.00725168,0.00691437,0.00671811,0.229759,0.00238158,0.00245494,0.00172469,0.037423,0.0372766
18.951,0.00726557,0.00693271,0.00672852,0.230263,0.00242983,0.00244901,0.00173339,0.0374659,0.0374702
19.001,0.00727221,0.00693961,0.00673118,0.230877,0.00241602,0.00242274,0.00170458,0.0370721,0.037019
19.051,0.00727427,0.00694615,0.00673388,0.231421,0.00236034,0.0023928,0.00168194,0.0369243,0.0368323
19.101,0.00728468,0.00696895,0.00674924,0.231949,0.00238267,0.00242042,0.00172024,0.0371603,0.0369978
19.151,0.00729069,0.00698569,0.00676003,0.232445,0.00241798,0.00243089,0.00173029,0.0372045,0.037264
19.201,0.00729276,0.00699126,0.00676312,0.233045,0.00243053,0.00243413,0.00170526,0.0368502,0.0368869
19.251,0.00729989,0.00700032,0.00676644,0.233604,0.00237887,0.00243851,0.00168752,0.036682,0.0366553
19.301,0.00731799,0.00702601,0.00678164,0.234129,0.00239903,0.00247868,0.00172633,0.0369559,0.0368099
19.351,0.00733217,0.00704524,0.00679194,0.234633,0.0024477,0.00246937,0.00173524,0.0369833,0.0370063
19.401,0.00733903,0.00705283,0.00679442,0.235252,0.00243244,0.00244032,0.00170649,0.0365455,0.0365065
19.451,0.00734178,0.00706042,0.00679737,0.235795,0.00237974,0.00241835,0.001686,0.0363927,0.0363078
19.501,0.00735259,0.00708403,0.00681261,0.236325,0.00240083,0.00244623,0.00172408,0.0366361,0.036463
19.551,0.00735888,0.00710155,0.00682325,0.236819,0.00243653,0.00245338,0.00173397,0.0366742,0.0367274
19.601,0.00736102,0.00710759,0.00682613,0.237418,0.00245105,0.00245457,0.00170872,0.0362902,0.0363201
19.651,0.00736838,0.00711706,0.00682921,0.237977,0.00239793,0.00245906,0.00169055,0.0360947,0.0360609
19.701,0.00738697,0.00714349,0.00684422,0.238496,0.00241871,0.00250103,0.00172887,0.0363951,0.036235
19.751,0.00740158,0.00716347,0.00685428,0.238992,0.00246744,0.00248917,0.0017374,0.0364284,0.0364614
19.801,0.00740873,0.00717165,0.00685651,0.239622,0.00244771,0.00245718,0.00170827,0.0359296,0.0358855
19.851,0.00741098,0.00717951,0.00685884,0.240166,0.00238649,0.00243354,0.00168548,0.0357382,0.0356501
19.901,0.00742183,0.00720409,0.00687395,0.240699,0.00240791,0.00246356,0.00172359,0.0359779,0.035791
19.951,0.00742814,0.00722269,0.00688446,0.241197,0.00244494,0.00246755,0.00173366,0.0360019,0.0360485
20.001,0.00743029,0.00722957,0.00688724,0.241792,0.00246163,0.00246739,0.00170869,0.0355993,0.0356323
20.051,0.00743735,0.00723943,0.00688977,0.242351,0.00240347,0.00247194,0.00168856,0.0353802,0.0353396
20.101,0.0074561,0.00726684,0.00690462,0.242867,0.00242577,0.00251594,0.00172691,0.0356938,0.0355329
20.151,0.00747098,0.00728775,0.00691452,0.24336,0.00247505,0.00250028,0.0017356,0.0357273,0.0357809
20.201,0.0074784,0.00729669,0.00691662,0.243997,0.00245389,0.00246681,0.00170678,0.0351834,0.0351468
20.251,0.00748116,0.00730603,0.00691931,0.244542,0.00239867,0.00245839,0.00168675,0.0349965,0.0349107
20.301,0.00749208,0.00733209,0.00693438,0.245078,0.002421,0.00249127,0.00172514,0.0352295,0.0350486
20.351,0.00749854,0.00735212,0.00694484,0.245578,0.00245883,0.0024895,0.00173541,0.0352447,0.0353084
20.401,0.00750084,0.00735984,0.00694752,0.246169,0.00247583,0.00248449,0.00171039,0.0348341,0.0348773
20.451,0.00750872,0.00737084,0.00695035,0.246729,0.00242386,0.00250064,0.00169243,0.0346148,0.0345724
20.501,0.00752798,0.00739966,0.00696513,0.247241,0.00244747,0.00254792,0.00173062,0.0349496,0.0347813
20.551,0.00754341,0.00742176,0.00697495,0.247729,0.0024961,0.00252553,0.00173913,0.0349913,0.0350658
20.601,0.00755119,0.00743135,0.00697692,0.248375,0.00247049,0.00248791,0.00171017,0.0343975,0.0343572
20.651,0.00755406,0.00744126,0.00697947,0.24892,0.00241183,0.00248276,0.00168984,0.0341875,0.0341028
20.701,0.00756521,0.00746863,0.00699439,0.249456,0.00243324,0.00251727,0.00172774,0.0344332,0.0342291
20.751,0.00757177,0.00748987,0.00700467,0.249955,0.00247015,0.00250912,0.00173752,0.034446,0.0345002
20.801,0.0075741,0.00749828,0.00700719,0.250545,0.00248752,0.00249912,0.00171209,0.0340165,0.0340533
20.851,0.00758177,0.00750962,0.00700947,0.251104,0.0024305,0.00251452,0.0016918,0.0337756,0.0337171
20.901,0.00760149,0.00753962,0.00702413,0.251617,0.00245629,0.00256222,0.00172993,0.0341271,0.0339268
20.951,0.00761736,0.00756275,0.00703385,0.252102,0.0025044,0.00253582,0.0017385,0.0341839,0.0342302
21.001,0.00762543,0.00757305,0.00703575,0.252752,0.00247551,0.00249572,0.00170965,0.033547,0.0334786
21.051,0.00762797,0.00758341,0.00703777,0.253296,0.00241004,0.0024925,0.00168724,0.0333219,0.0332082
21.101,0.00763932,0.00761209,0.00705254,0.253832,0.00243164,0.00252956,0.00172524,0.033576,0.0333437
21.151,0.00764617,0.00763484,0.00706278,0.254328,0.00247051,0.00251729,0.00173559,0.033595,0.0336479
21.201,0.00764889,0.00764451,0.0070654,0.254919,0.00249209,0.00250476,0.00171104,0.0331648,0.0331895
21.251,0.00765767,0.0076575,0.00706821,0.25548,0.00244632,0.00253425,0.0016938,0.0329415,0.0328485
21.301,0.00767815,0.00768891,0.00708286,0.255994,0.00247419,0.00258401,0.00173212,0.0333054,0.0330593
21.351,0.00769471,0.00771327,0.00709258,0.256477,0.00252091,0.00255196,0.00174087,0.033375,0.0333856
21.401,0.00770325,0.00772456,0.00709447,0.257135,0.00248811,0.00251014,0.0017121,0.0326804,0.0325935
21.451,0.00770654,0.00773656,0.0070969,0.25768,0.00242578,0.00252001,0.0016918,0.0324657,0.03233
21.501,0.0077184,0.00776688,0.00711161,0.258215,0.00244668,0.00255893,0.00172957,0.0327321,0.0324644
21.551,0.00772565,0.00779127,0.00712176,0.25871,0.00248468,0.00254034,0.00173955,0.0327451,0.0327996
21.601,0.00772855,0.00780199,0.00712426,0.259302,0.00250651,0.00251864,0.00171429,0.0322967,0.0323212
21.651,0.00773791,0.00781557,0.00712694,0.259865,0.00246232,0.00254576,0.00169632,0.0320576,0.0319551
21.701,0.00775944,0.0078479,0.00714144,0.260375,0.00249243,0.00259627,0.00173417,0.0324615,0.0321718
21.751,0.007777,0.00787313,0.00715099,0.260849,0.00253762,0.00256077,0.00174239,0.0325555,0.0325638
21.801,0.00778626,0.00788517,0.00715275,0.26152,0.00249526,0.00251878,0.00171304,0.031794,0.0316886
21.851,0.00778932,0.00789818,0.00715466,0.262066,0.00242292,0.00253126,0.00169021,0.0315473,0.0314074
21.901,0.00780171,0.00793021,0.00716925,0.262605,0.00244354,0.00257425,0.00172804,0.0318071,0.0315314
21.951,0.00780954,0.00795655,0.00717936,0.263102,0.00248323,0.00255083,0.00173832,0.0318227,0.0318731
22.001,0.0078129,0.0079689,0.00718195,0.263689,0.0025091,0.00252287,0.00171351,0.0313831,0.0314109
22.051,0.00782252,0.00798333,0.00718426,0.264251,0.00246475,0.00255044,0.00169367,0.0311373,0.0310248
22.101,0.0078449,0.00801696,0.00719863,0.264757,0.00249729,0.00260316,0.00173158,0.0315714,0.0312678
22.151,0.00786346,0.00804339,0.00720817,0.265225,0.00254262,0.00256316,0.00174025,0.0316971,0.0317228
22.201,0.00787367,0.0080563,0.00721005,0.265905,0.00249653,0.00252321,0.00171166,0.0308995,0.0307855
22.251,0.00787788,0.00807137,0.00721252,0.266451,0.00242983,0.00255886,0.00169182,0.0306777,0.030522
22.301,0.00789119,0.00810582,0.00722709,0.266993,0.00245007,0.00260511,0.00172989,0.0309336,0.0306377
22.351,0.00790004,0.00813445,0.00723722,0.267491,0.00249081,0.00257335,0.00174042,0.0309542,0.0309973
